Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-1000;Бунилівське;Bunylivske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°38'1""";"E 32°36'16"""
П-1002;Бурчак;Burchak;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°54'44""";"E 31°25'34"""
П-1003;В'юницьке;Viunytske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Козелецький;"N 51°4'7""";"E 30°35'31"""
П-1004;В'юнне;Viunne;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 51°44'22""";"E 32°10'24"""
П-1006;Вікторівщина;Viktorivshchyna;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°11'36""";"E 31°30'3"""
П-1011;Красноколядинський;Krasnokoliadynskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Талалаївський;"N 50°58'20""";"E 32°59'14"""
П-1013;Криві гряди;Kryvi hriady;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°40'59""";"E 30°40'26"""
П-1015;Криниця;Krynytsia;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°2'36""";"E 32°55'10"""
П-1016;Провалля;Provallia;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°32'38""";"E 31°37'30"""
П-1017;Прохоренків острів;Prokhorenkiv ostriv;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°16'48""";"E 32°24'19"""
П-1020;Річка Смолянка;Richka Smolianka;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°12'58""";"E 31°26'34"""
П-1022;Ракове;Rakove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ніжинський;"N 51°8'50""";"E 31°58'35"""
П-1023;Растереби;Rastereby;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 52°2'37""";"E 31°12'7"""
П-1025;Южний;Yuzhnyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°51'43""";"E 32°48'29"""
П-1028;Янчево-Козарівщина;Yanchevo-Kozarivshchyna;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°21'14""";"E 31°45'16"""
П-1035;Вінниця;Vinnytsia;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°26'19""";"E 30°42'19"""
П-1036;Ведильцівський;Vedyltsivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°29'47""";"E 30°51'35"""
П-1037;Велике;Velyke;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°49'49""";"E 31°18'53"""
П-1038;Велике;Velyke;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°57'35""";"E 32°2'43"""
П-1043;Кругле-2;Kruhle-2;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Козелецький;"N 51°1'22""";"E 30°56'38"""
П-1045;Круча;Krucha;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Менський;"N 51°26'46""";"E 32°16'31"""
П-1048;Куликове;Kulykove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Носівський;"N 51°2'21""";"E 31°37'0"""
П-1049;Куп'євате-Тимошенкове;Kupievate-Tymoshenkove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°17'0""";"E 31°34'34"""
П-1051;Рванецьке;Rvanetske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°4'46""";"E 32°55'7"""
П-1053;Ревна;Revna;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°7'25""";"E 32°32'28"""
П-1054;Ревнище;Revnyshche;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°5'20""";"E 32°16'16"""
П-1058;Рогозинське;Rohozynske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°18'42""";"E 33°18'39"""
П-106;Менський;Menskyi;зоологічний парк;загальнодержавного значення;Чернігівська обл.;р-н Менський;"N 51°31'7""";"E 32°12'14"""
П-1069;Вербівський;Verbivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 52°2'43""";"E 31°13'18"""
П-1071;Веселе;Vesele;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 51°0'44""";"E 32°49'1"""
П-1073;Видра;Vydra;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°20'0""";"E 30°42'19"""
П-1074;Видра;Vydra;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Козелецький;"N 51°11'13""";"E 30°35'10"""
П-1075;Видра-2;Vydra-2;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Козелецький;"N 51°9'31""";"E 30°36'24"""
П-1076;Купели;Kupely;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°18'28""";"E 33°9'44"""
П-1077;Кут;Kut;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Варвинський;"N 50°30'16""";"E 32°35'44"""
П-1079;Кучугурське;Kuchuhurske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 51°22'7""";"E 32°56'2"""
П-1080;Ліпське;Lipske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°11'28""";"E 31°19'32"""
П-1081;Лагине;Lahyne;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°2'55""";"E 33°18'6"""
П-1082;Ладинський;Ladynskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°18'55""";"E 31°10'23"""
П-1085;Рокитне;Rokytne;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Козелецький;"N 50°59'16""";"E 31°4'54"""
П-1087;Роменське;Romenske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°3'20""";"E 33°5'51"""
П-1088;Рублене;Rublene;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°50'6""";"E 30°49'49"""
П-1089;Рудківський;Rudkivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°32'55""";"E 31°8'3"""
П-1091;Ряшківський;Riashkivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°39'1""";"E 32°34'6"""
П-1105;Вовчий круг;Vovchyi kruh;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Козелецький;"N 50°56'51""";"E 31°13'6"""
П-1109;Вольниця;Volnytsia;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Коропський;"N 51°28'25""";"E 32°57'30"""
П-1111;Ларинівський;Larynivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 51°59'34""";"E 33°1'36"""
П-1113;Лебединське;Lebedynske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°21'24""";"E 32°5'44"""
П-1114;Леляківський;Leliakivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Варвинський;"N 50°33'53""";"E 32°42'32"""
П-1115;Лизунівка;Lyzunivka;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°1'8""";"E 32°54'56"""
П-1116;Лизунівський;Lyzunivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°5'32""";"E 32°54'7"""
П-1117;Лихачівський;Lykhachivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Носівський;"N 51°8'11""";"E 31°27'0"""
П-1118;Сінове;Sinove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°20'55""";"E 33°18'13"""
П-1119;Савинцівський;Savyntsivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Срібнянський;"N 50°34'30""";"E 32°52'37"""
П-1120;Сага;Saha;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Варвинський;"N 50°21'40""";"E 32°34'3"""
П-1124;Свидовецький;Svydovetskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°37'46""";"E 31°36'56"""
П-1137;Вузьке;Vuzke;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сосницький;"N 51°27'30""";"E 32°31'30"""
П-1140;Гайворонське;Haivoronske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 51°0'10""";"E 32°52'48"""
П-1143;Гало;Halo;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°56'28""";"E 31°13'54"""
П-1146;Лубня;Lubnia;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 51°58'48""";"E 32°35'9"""
П-1147;Лубянка;Lubianka;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°16'35""";"E 32°30'5"""
П-1150;Луки;Luky;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Срібнянський;"N 50°35'23""";"E 32°44'6"""
П-1154;Северин;Severyn;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°54'8""";"E 31°6'21"""
П-1155;Семенівський;Semenivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°9'22""";"E 32°35'21"""
П-1158;Синичне;Synychne;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°18'55""";"E 32°7'32"""
П-1160;Слобідська дача;Slobidska dacha;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 51°58'17""";"E 32°24'33"""
П-1161;Слотський;Slotskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 51°59'14""";"E 32°28'47"""
П-1173;Гало;Halo;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°14'55""";"E 33°6'59"""
П-1175;Гаркавка;Harkavka;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°12'10""";"E 32°55'12"""
П-1176;Гатка-Земське;Hatka-Zemske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°12'50""";"E 31°15'29"""
П-1177;Гетьманщина-Свидок;Hetmanshchyna-Svydok;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°36'8""";"E 31°57'7"""
П-1182;Макишинський;Makyshynskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 51°39'50""";"E 31°36'47"""
П-1187;Масалаївське;Masalaivske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сосницький;"N 51°33'54""";"E 32°34'59"""
П-1188;Матвіївський;Matviivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сосницький;"N 51°41'38""";"E 32°24'20"""
П-1189;Смирновщина;Smyrnovshchyna;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сосницький;"N 51°31'44""";"E 32°34'29"""
П-1190;Смолянське;Smolianske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°19'1""";"E 32°7'6"""
П-1192;Снов;Snov;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°56'18""";"E 31°53'3"""
П-1193;Совине;Sovyne;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ніжинський;"N 51°13'40""";"E 31°49'3"""
П-1195;Сорока;Soroka;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°18'18""";"E 32°26'34"""
П-1199;Чорний ліс;Chornyi lis;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Носівський;"N 51°0'16""";"E 31°22'37"""
П-1207;Гмир;Hmyr;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°17'20""";"E 31°11'21"""
П-1210;Гнилий яр;Hnylyi yar;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°46'14""";"E 32°29'40"""
П-1212;Гнилиця;Hnylytsia;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°19'22""";"E 32°6'24"""
П-1216;Машевський;Mashevskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°7'9""";"E 32°46'17"""
П-1217;Мелащенкове;Melashchenkove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°45'35""";"E 31°56'47"""
П-1222;Митченківське;Mytchenkivske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 51°16'32""";"E 32°51'53"""
П-1225;Сосницький;Sosnytskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сосницький;"N 51°30'25""";"E 32°26'13"""
П-1226;Срібнянський;Sribnianskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Срібнянський;"N 50°39'31""";"E 32°56'41"""
П-1228;Стариця;Starytsia;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°59'44""";"E 32°9'47"""
П-1229;Стариця-2;Starytsia-2;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 52°1'9""";"E 31°55'6"""
П-1230;Старобасанське;Starobasanske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°38'14""";"E 31°21'54"""
П-1234;Вузьке;Vuzke;заказник орнітологічний;місцевого значення;Чернігівська обл.;р-н Сосницький;"N 51°39'1""";"E 32°39'55"""
П-1235;Гужевик;Huzhevyk;заказник орнітологічний;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°7'13""";"E 32°24'59"""
П-1243;Городок;Horodok;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°50'1""";"E 31°47'34"""
П-1244;Грабівське;Hrabivske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°53'12""";"E 31°19'21"""
П-1246;Гранівське;Hranivske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ніжинський;"N 51°10'27""";"E 31°44'33"""
П-1250;Гуліно-Прибинська дача;Hulino-Prybynska dacha;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 52°3'31""";"E 32°12'23"""
П-1252;Михальчино-Слобідський;Mykhalchyno-Slobidskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°19'16""";"E 33°11'41"""
П-1254;Мокре;Mokre;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°55'55""";"E 32°25'33"""
П-1255;Мох;Mokh;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 52°6'52""";"E 31°29'53"""
П-1256;Мохнатинське;Mokhnatynske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°37'20""";"E 31°3'0"""
П-1258;Мошки;Moshky;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°51'11""";"E 31°56'11"""
П-1262;Стрільницьке;Strilnytske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 51°12'29""";"E 32°36'3"""
П-1263;Стропове;Stropove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 52°2'27""";"E 31°18'43"""
П-1264;Струга;Struha;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°34'23""";"E 31°5'2"""
П-1265;Студачкове;Studachkove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°32'59""";"E 31°23'30"""
П-1266;Студинський;Studynskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 51°51'32""";"E 33°0'47"""
П-1271;Мньовський;Mnovskyi;заказник орнітологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°30'4""";"E 30°40'10"""
П-1278;Гурбинцівський;Hurbyntsivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Срібнянський;"N 50°35'48""";"E 32°47'36"""
П-1280;Гусине;Husyne;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°16'18""";"E 31°45'25"""
П-1281;Густинський;Hustynskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°37'16""";"E 32°27'2"""
П-1282;Гута;Huta;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°46'8""";"E 31°47'39"""
П-1284;Дігтярі-Вирвин;Dihtiari-Vyrvyn;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 51°58'31""";"E 31°31'20"""
П-1285;Дігтярівський;Dihtiarivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Срібнянський;"N 50°33'41""";"E 32°45'51"""
П-1286;Мшари;Mshary;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°10'17""";"E 32°36'0"""
П-1288;Наливайківщина;Nalyvaikivshchyna;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°12'37""";"E 31°22'55"""
П-1289;Намісницьке;Namisnytske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°11'34""";"E 31°28'38"""
П-1291;Обичівський;Obychivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°45'22""";"E 32°12'6"""
П-1292;Общеські;Obshcheski;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°15'32""";"E 31°32'40"""
П-1293;Ожинське;Ozhynske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°16'28""";"E 31°45'54"""
П-1295;Ступак;Stupak;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°58'48""";"E 31°56'43"""
П-1296;Ступник;Stupnyk;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 51°2'34""";"E 32°57'32"""
П-1298;Сухе;Sukhe;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ніжинський;"N 51°13'8""";"E 31°48'42"""
П-1299;Суховирське болото;Sukhovyrske boloto;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°55'57""";"E 31°2'49"""
П-1315;Довгий яр;Dovhyi yar;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°46'16""";"E 32°43'31"""
П-1316;Довженківський;Dovzhenkivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сосницький;"N 51°33'32""";"E 32°30'24"""
П-1318;Дреснівський;Dresnivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°16'25""";"E 32°37'12"""
П-1320;Жайворонок;Zhaivoronok;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 51°56'18""";"E 31°44'40"""
П-1321;Жданівсько-Липівський;Zhdanivsko-Lypivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Талалаївський;"N 50°54'19""";"E 33°6'18"""
П-1322;"Озера Симбаль, Св'яте та
прилеглі болота";"Ozera Symbal, Sviate ta prylehli
bolota";заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°41'38""";"E 30°36'0"""
П-1333;Тиницько-Курінівське;Tynytsko-Kurinivske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 51°8'49""";"E 32°49'18"""
П-1334;Топило;Topylo;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°20'41""";"E 32°7'48"""
П-1335;Топкий лог;Topkyi loh;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°4'14""";"E 32°49'40"""
П-1336;Торфовище;Torfovyshche;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 51°42'59""";"E 31°39'51"""
П-1337;Торфовище;Torfovyshche;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°8'24""";"E 32°58'42"""
П-1349;Жевак;Zhevak;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°50'59""";"E 32°7'3"""
П-1350;Жеведський;Zhevedskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°18'17""";"E 30°58'44"""
П-1352;Жукляно-Кістерська дача;Zhukliano-Kisterska dacha;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 51°51'31""";"E 32°43'4"""
П-1353;Жуклянський;Zhuklianskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 51°50'47""";"E 32°45'30"""
П-1354;Журавлине;Zhuravlyne;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Козелецький;"N 51°1'36""";"E 30°56'59"""
П-1355;Заїздський;Zaizdskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°39'16""";"E 32°17'43"""
П-1366;Окське;Okske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°53'31""";"E 31°25'10"""
П-1368;Турчанка;Turchanka;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°52'36""";"E 32°6'27"""
