Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-5327;Береза;Bereza;озеро;Чернігівська обл.;;"N 51° 29’ 5""";"E 32° 27’ 54"""
Ф-5331;Колодень;Koloden;озеро;Чернігівська обл.;;"N 51° 28’ 21""";"E 32° 23’ 53"""
Ф-5332;Пічкове;Pichkove;озеро;Чернігівська обл.;;"N 51° 27’ 8""";"E 32° 22’ 48"""
Ф-5333;Карашеве;Karasheve;озеро;Чернігівська обл.;;"N 51° 23’ 11""";"E 32° 15’ 35"""
Ф-5334;Пісочне;Pisochne;озеро;Чернігівська обл.;;"N 51° 26’ 32""";"E 32° 17’ 31"""
Ф-5335;Гайтан;Haitan;озеро;Чернігівська обл.;;"N 51° 26’ 58""";"E 32° 17’ 56"""
Ф-5336;Титівка;Tytivka;озеро;Чернігівська обл.;;"N 51° 28’ 32""";"E 32° 22’ 55"""
Ф-5337;Гнилиця;Hnylytsia;озеро;Чернігівська обл.;;"N 51° 21’ 48""";"E 32° 12’ 7"""
Ф-5338;Ганіве;Hanive;озеро;Чернігівська обл.;;"N 51° 23’ 29""";"E 32° 11’ 45"""
Ф-5339;Ворона;Vorona;озеро;Чернігівська обл.;;"N 51° 21’ 15""";"E 32° 8’ 54"""
Ф-5340;Легаш;Lehash;озеро;Чернігівська обл.;;"N 51° 27’ 32""";"E 32° 15’ 23"""
Ф-5341;Пліш;Plish;озеро;Чернігівська обл.;;"N 51° 23’ 17""";"E 32° 8’ 25"""
Ф-5342;Линківський Вир;Lynkivskyi Vyr;озеро;Чернігівська обл.;;"N 51° 23’ 17""";"E 32° 6’ 20"""
Ф-5371;Чонрниш;Chornysh;озеро;Чернігівська обл.;;"N 51° 23’ 36""";"E 32° 5’ 35"""
Ф-5373;Тихе;Tykhe;озеро;Чернігівська обл.;;"N 51° 24’ 27""";"E 32° 9’ 50"""
Ф-5374;Супотин;Supotyn;озеро;Чернігівська обл.;;"N 51° 22’ 21""";"E 32° 2’ 42"""
Ф-5376;Стара Десна;Stara Desna;озеро;Чернігівська обл.;;"N 51° 23’ 25""";"E 32° 2’ 20"""
Ф-5377;Лопата;Lopata;озеро;Чернігівська обл.;;"N 51° 23’ 50""";"E 32° 0’ 10"""
Ф-5378;Сверливе;Sverlyve;озеро;Чернігівська обл.;;"N 51° 24’ 30""";"E 32° 0’ 27"""
Ф-5379;Авдієве;Avdiieve;озеро;Чернігівська обл.;;"N 51° 25’ 6""";"E 32° 8’ 12"""
Ф-5381;Деснякове;Desniakove;озеро;Чернігівська обл.;;"N 51° 27’ 27""";"E 32° 29’ 59"""
Ф-5383;Деснище;Desnyshche;озеро;Чернігівська обл.;;"N 51° 22’ 32""";"E 32° 0’ 50"""
