Реєстраційний номер	Унормована назва	Унормована назва латиницею	Вид географічного об'єкту	Адміністративно- територіальна одиниця (АР Крим, область)	Район	Широта	Довгота
Ф-14312	Гаврюхіна	Havriukhina	гора	Херсонська обл.	р-н Цюрупинський	"N 46° 39’ 0"""	"E 32° 53’ 35"""
Ф-14322	Сорокіна	Sorokina	балка	Херсонська обл.	р-н Новотроїцький	"N 46° 25’ 10"""	"E 34° 29’ 10"""
Ф-14325	Широка	Shyroka	балка	Херсонська обл.	р-н Каланчацький	"N 46° 6’ 30"""	"E 33° 23’ 45"""
Ф-14342	Кінка	Kinka	рукав	Херсонська обл.		"N 46° 42’ 5"""	"E 32° 52’ 20"""
Ф-14704	Могила-Тимошева	Mohyla-Tymosheva	курган	Херсонська обл.	Голопристанський р-н	"N 46° 22’ 12"""	"E 32° 7’ 35"""
Ф-14706	Могила-Мар'їна	Mohyla-Marina	курган	Херсонська обл.	Голопристанський р-н	"N 46° 20’ 29"""	"E 32° 5’ 59"""
Ф-14707	Могила-Сисоєва	Mohyla-Sysoieva	курган	Херсонська обл.	Голопристанський р-н	"N 46° 21’ 10"""	"E 32° 2’ 6"""
Ф-14709	Могила-Висока	Mohyla-Vysoka	курган	Херсонська обл.	Голопристанський р-н	"N 46° 21’ 40"""	"E 32° 25’ 50"""
Ф-14710	Три Могилки	Try Mohylky	курган	Херсонська обл.	Голопристанський р-н	"N 46° 20’ 29"""	"E 32° 20’ 54"""
Ф-14711	Могила-Пилипова	Mohyla-Pylypova	курган	Херсонська обл.	Голопристанський р-н	"N 46° 21’ 30"""	"E 32° 35’ 9"""
Ф-14714	Турчина	Turchyna	гора	Херсонська обл.	Олешківський р-н	"N 46° 37’ 37"""	"E 32° 49’ 13"""
Ф-14960	Могила-Друга	Mohyla-Druha	курган	Херсонська обл.	Великоолександрівський р-н	"N 47° 4’ 3"""	"E 32° 59’ 14"""
Ф-14961	Могила-Цареводар	Mohyla-Tsarevodar	курган	Херсонська обл.	Білозерський р-н	"N 46° 45’ 26"""	"E 32° 10’ 39"""
Ф-14962	Мигила Полуданного	Myhyla Poludannoho	курган	Херсонська обл.	Бериславський р-н	"N 46° 59’ 56"""	"E 33° 23’ 14"""
Ф-14963	Могила-Шекарева	Mohyla-Shekareva	курган	Херсонська обл.	Голопристанський р-н	"N 46° 22’ 36"""	"E 32° 4’ 45"""
Ф-14964	Могила-Широка	Mohyla-Shyroka	курган	Херсонська обл.	Голопристанський р-н	"N 46° 22’ 19"""	"E 32° 5’ 24"""
Ф-14965	Могила-Копана	Mohyla-Kopana	курган	Херсонська обл.	Голопристанський р-н	"N 46° 20’ 23"""	"E 32° 5’ 1"""
Ф-14966	Могила-Солдатська	Mohyla-Soldatska	курган	Херсонська обл.	Голопристанський р-н	"N 46° 20’ 23"""	"E 32° 3’ 1"""
Ф-14967	Могила-Близнюки	Mohyla-Blyzniuky	курган	Херсонська обл.	Голопристанський р-н	"N 46° 22’ 5"""	"E 32° 2’ 19"""
Ф-14968	Могила-Копилова	Mohyla-Kopylova	курган	Херсонська обл.	Голопристанський р-н	"N 46° 22’ 52"""	"E 32° 25’ 13"""
Ф-14969	Могила-Рясна	Mohyla-Riasna	курган	Херсонська обл.	Голопристанський р-н	"N 46° 21’ 36"""	"E 32° 27’ 3"""
Ф-14970	Могила-Довган	Mohyla-Dovhan	курган	Херсонська обл.	Голопристанський р-н	"N 46° 20’ 4"""	"E 32° 17’ 14"""
Ф-14971	Могила-Краснянська	Mohyla-Krasnianska	курган	Херсонська обл.	Голопристанський р-н	"N 46° 22’ 49"""	"E 32° 35’ 50"""
Ф-14972	Могила-Боридчиха	Mohyla-Borydchykha	курган	Херсонська обл.	Олешківський р-н	"N 46° 30’ 41"""	"E 32° 55’ 47"""
Ф-14973	Могила-Середня	Mohyla-Serednia	курган	Херсонська обл.	Голопристанський р-н	"N 46° 13’ 45"""	"E 32° 18’ 15"""
Ф-14974	Могила-Висока	Mohyla-Vysoka	курган	Херсонська обл.	Скадовський р-н	"N 46° 6’ 56"""	"E 32° 49’ 12"""
Ф-15057	Могила Довга	Mohyla Dovha	курган	Херсонська обл.	Каланчацький р-н	"N 46° 20’ 30"""	"E 33° 16’ 45"""
Ф-15285	Розкопана	Rozkopana	курган	Херсонська обл.	Голопристанський р-н	"N 46° 19’ 27"""	"E 31° 56’ 54"""
Ф-15286	Тиха	Tykha	курган	Херсонська обл.	Голопристанський р-н	"N 46° 16’ 49"""	"E 31° 58’ 22"""
Ф-15574	Могила-Маяк	Mohyla-Maiak	курган	Херсонська обл.	Олешківський р-н	"N 46° 22’ 57"""	"E 32° 57’ 18"""
Ф-15816	Адамова	Adamova	балка	Херсонська обл.	р-н Верхньорогачицький	"N 47° 21’ 13"""	"E 34° 10’ 8"""
Ф-15969	Бабарі	Babari	урочище	Херсонська обл.	р-н Голопристанський	"N 46° 15’ 33"""	"E 32° 13’ 11"""
Ф-15976	Баби	Baby	урочище	Херсонська обл.	р-н Бериславський	"N 46° 59’ 31"""	"E 33° 11’ 40"""
Ф-15987	Бабина	Babyna	балка	Херсонська обл.	р-н Бериславський	"N 46° 53’ 22"""	"E 33° 18’ 15"""
Ф-16039	Аркадіївка	Arkadiivka	урочище	Херсонська обл.	р-н Генічеський	"N 46° 28’ 52"""	"E 34° 54’ 24"""
Ф-16076	Афанасіївка	Afanasiivka	урочище	Херсонська обл.	р-н Скадовський	"N 46° 21’ 4"""	"E 33° 3’ 7"""
Ф-16516	Безімянна	Bezimianna	балка	Херсонська обл.	р-н Бериславський	"N 46° 59’ 0"""	"E 32° 59’ 18"""
Ф-16651	Білозерка	Bilozerka	балка	Херсонська обл.	р-н Білозерський	"N 46° 45’ 57"""	"E 32° 28’ 14"""
Ф-16652	Білозерка	Bilozerka	балка	Херсонська обл.	р-н Білозерський	"N 46° 48’ 14"""	"E 32° 31’ 42"""
Ф-16655	Білозерка	Bilozerka	балка	Херсонська обл.	р-н Білозерський	"N 46° 40’ 10"""	"E 32° 22’ 39"""
Ф-16656	Білозерка	Bilozerka	балка	Херсонська обл.	р-н Білозерський	"N 46° 39’ 17"""	"E 32° 24’ 56"""
Ф-16691	Біле	Bile	урочище	Херсонська обл.	р-н Бериславський	"N 46° 52’ 6"""	"E 33° 16’ 6"""
Ф-16893	Блажкова	Blazhkova	балка	Херсонська обл.	р-н Бериславський	"N 47° 0’ 52"""	"E 33° 31’ 33"""
Ф-16972	Борисівка	Borysivka	урочище	Херсонська обл.	р-н Іванівський	"N 46° 47’ 49"""	"E 34° 38’ 52"""
Ф-17194	Вербова	Verbova	балка	Херсонська обл.	р-н Горностаївський	"N 47° 3’ 19"""	"E 33° 49’ 39"""
Ф-17515	Глибока	Hlyboka	балка	Херсонська обл.	р-н Високопільський	"N 47° 23’ 46"""	"E 33° 24’ 51"""
Ф-17574	Глибока	Hlyboka	балка	Херсонська обл.	р-н Бериславський	"N 47° 7’ 0"""	"E 33° 33’ 55"""
Ф-17662	Грива	Hryva	урочище	Херсонська обл.	Херсонська міськрада	"N 46° 37’ 2"""	"E 32° 31’ 1"""
Ф-17692	Деркач	Derkach	урочище	Херсонська обл.	р-н Великоолександрівський	"N 47° 7’ 48"""	"E 33° 11’ 14"""
Ф-17736	Григорівські Відруби	Hryhorivski Vidruby	урочище	Херсонська обл.	р-н Великоолександрівський	"N 47° 15’ 12"""	"E 33° 37’ 16"""
Ф-17825	Глибока	Hlyboka	балка	Херсонська обл.	р-н Чаплинський	"N 46° 14’ 39"""	"E 33° 48’ 49"""
Ф-17950	Вільний	Vilnyi	урочище	Херсонська обл.	р-н Бериславський	"N 47° 4’ 24"""	"E 33° 23’ 50"""
Ф-18064	Глинище	Hlynyshche	балка	Херсонська обл.	р-н Верхньорогачицький	"N 47° 24’ 32"""	"E 34° 4’ 5"""
Ф-18065	Глинище	Hlynyshche	урочище	Херсонська обл.	р-н Олешківський	"N 46° 29’ 40"""	"E 33° 8’ 14"""
Ф-18089	Вишневське	Vyshnevske	урочище	Херсонська обл.	р-н Генічеський	"N 46° 32’ 19"""	"E 34° 48’ 20"""
